tenure,monthly_charges,support_tickets,usage,churn
70,1822,1,67,1
27,1372,6,4,1
2,960,3,30,0
38,1032,8,13,1
3,1628,9,21,1
16,482,1,41,0
40,1585,4,19,1
2,578,3,48,0
41,397,8,86,1
12,1214,3,63,0
35,1223,7,20,1
65,755,7,64,1
55,555,5,37,0
45,1763,5,31,1
62,1652,7,74,1
49,1240,9,18,1
25,838,8,20,1
23,578,4,82,0
24,879,0,11,1
38,705,0,86,0
28,1979,1,44,1
21,1098,9,82,1
54,275,9,64,1
18,430,4,34,0
36,1939,3,87,1
45,1161,0,65,0
53,1471,3,55,0
30,501,3,74,0
60,925,9,1,1
32,414,3,38,0
67,1381,0,9,1
67,268,8,95,1
28,592,2,71,0
44,1308,3,17,1
41,466,4,99,0
63,1292,6,52,1
23,810,5,18,1
48,1570,4,63,1
32,1208,7,33,1
57,1161,0,4,1
33,927,6,87,1
24,872,5,75,0
39,622,4,52,0
34,1829,6,9,1
56,1397,2,64,0
28,1900,0,30,1
37,314,8,8,1
7,419,1,5,1
68,230,9,76,1
37,1746,2,63,1
56,1566,7,1,1
65,1600,9,15,1
65,1353,8,89,1
47,816,2,82,0
20,738,5,38,0
19,938,6,42,1
29,1225,0,46,0
60,1070,6,53,1
18,300,3,26,0
35,1756,4,61,1
43,1281,7,67,1
11,1612,3,54,1
49,891,3,22,0
38,1140,7,26,1
64,540,4,83,0
69,1060,5,60,0
8,1243,4,39,0
34,1478,0,36,0
48,1540,6,21,1
56,237,5,41,0
65,859,1,48,0
31,1760,6,26,1
4,1609,5,63,1
50,1856,4,77,1
69,1127,7,36,1
30,1249,4,24,0
59,653,1,90,0
67,1904,5,21,1
45,1546,0,18,1
4,936,4,15,1
26,1736,5,79,1
27,1018,6,6,1
46,972,1,43,0
64,212,0,31,0
51,1114,5,28,0
50,1783,2,8,1
6,1120,4,29,0
59,1024,1,21,0
15,570,0,81,0
30,1514,0,88,1
42,531,3,58,0
37,1829,9,60,1
42,460,1,50,0
35,1428,0,31,0
6,896,5,47,0
68,886,3,34,0
18,1149,9,2,1
29,586,6,67,1
59,1020,5,94,0
47,667,4,72,0
17,1638,9,52,1
22,268,1,7,1
68,1695,4,76,1
69,1327,8,19,1
37,1981,8,90,1
49,1384,1,92,0
13,399,6,15,1
34,415,9,78,1
53,411,3,48,0
51,707,2,14,1
3,215,0,3,1
42,1721,2,50,1
32,1083,8,93,1
51,531,8,54,1
46,916,6,6,1
21,750,2,49,0
44,1824,2,23,1
11,1141,3,92,0
68,455,6,78,1
1,1191,6,78,1
63,1989,1,20,1
24,927,4,77,0
13,1079,6,91,1
11,1014,6,60,1
51,1395,5,99,0
17,848,9,45,1
24,1199,9,61,1
19,1721,7,56,1
37,670,2,2,1
8,1607,0,45,1
28,889,2,40,0
5,1812,1,24,1
17,899,1,29,0
36,706,1,67,0
19,1191,4,68,0
64,1209,0,66,0
11,1750,9,84,1
54,1003,3,54,0
45,1030,9,53,1
47,1548,4,79,1
12,413,1,49,0
21,1431,4,32,0
11,368,9,61,1
5,1553,3,42,1
56,1503,7,1,1
20,1177,0,63,0
41,1528,4,35,1
46,345,9,51,1
12,1998,0,71,1
70,715,9,45,1
17,1313,9,77,1
19,652,3,65,0
26,259,7,14,1
48,1534,0,93,1
52,727,1,3,1
70,1450,0,24,0
55,1223,6,65,1
33,673,1,48,0
62,1764,0,10,1
23,1886,5,13,1
15,956,5,73,0
27,981,9,14,1
64,1302,1,10,1
51,632,0,40,0
53,1376,9,23,1
51,600,2,99,0
47,1502,9,55,1
4,256,4,63,0
7,1202,5,71,0
35,385,2,42,0
48,597,8,99,1
45,804,4,66,0
19,987,1,79,0
63,357,9,73,1
38,1916,5,47,1
67,1582,7,81,1
59,1663,5,52,1
69,788,3,18,1
13,665,5,79,0
47,1886,7,18,1
61,645,7,24,1
31,1973,9,23,1
22,1000,1,12,1
43,1966,7,23,1
67,1711,5,21,1
54,1753,1,64,1
10,1296,0,90,0
42,1128,5,72,0
64,1924,6,94,1
21,216,9,34,1
66,1754,4,2,1
41,930,9,69,1
24,525,7,31,1
35,1194,8,97,1
56,1855,3,68,1
30,812,6,70,1
57,745,7,87,1
47,795,5,19,1
35,1120,1,72,0
19,1931,6,13,1
8,1041,8,65,1
26,1425,4,6,1
71,543,1,71,0
30,1746,3,27,1
7,1058,2,79,0
67,1623,3,52,1
65,1441,9,98,1
36,644,6,87,1
25,1988,9,48,1
37,421,7,88,1
1,1606,0,79,1
15,791,7,99,1
37,1230,4,68,0
13,1495,6,44,1
8,1962,0,17,1
5,1217,1,95,0
60,215,0,38,0
1,1647,4,10,1
36,723,5,54,0
35,1002,9,91,1
66,1976,8,6,1
63,220,7,6,1
23,1913,6,52,1
9,427,4,15,1
34,1207,2,68,0
46,1511,8,57,1
4,1008,4,56,0
30,1357,2,7,1
3,1506,2,51,1
14,603,2,58,0
60,1888,5,64,1
45,1289,0,26,0
34,1872,3,58,1
45,1827,7,31,1
61,636,2,66,0
16,1028,4,92,0
66,1133,1,13,1
40,458,1,18,1
17,302,6,94,1
34,1192,9,75,1
16,1790,2,13,1
60,968,4,24,0
66,1324,2,57,0
66,1421,5,29,0
13,1012,9,56,1
56,425,2,54,0
31,1142,7,5,1
34,662,1,35,0
39,436,2,19,1
67,1249,7,55,1
8,1344,7,77,1
55,705,0,69,0
27,1405,7,44,1
53,1934,9,78,1
39,1013,1,38,0
65,966,6,62,1
17,833,5,22,0
30,1766,1,73,1
53,1538,4,40,1
13,1190,6,26,1
21,817,7,5,1
19,1959,2,93,1
53,472,0,54,0
19,431,6,86,1
57,1643,4,49,1
25,967,4,3,1
31,1665,6,92,1
55,695,0,38,0
23,1247,7,14,1
32,1332,9,47,1
62,1926,4,14,1
10,701,7,75,1
54,224,9,73,1
52,1410,9,38,1
20,487,4,64,0
32,1851,6,44,1
14,537,9,70,1
50,1260,2,65,0
28,336,1,25,0
53,707,5,16,1
24,426,4,15,1
22,519,8,98,1
30,1115,9,81,1
63,1405,3,3,1
4,285,2,67,0
59,1690,8,37,1
8,1125,7,81,1
12,252,5,55,0
31,1059,0,38,0
34,1066,9,63,1
49,1458,0,1,1
57,632,5,71,0
26,1719,2,90,1
18,1198,2,19,1
38,299,5,52,0
50,1189,2,30,0
8,798,9,55,1
41,602,5,14,1
6,595,4,13,1
69,1750,3,84,1
44,614,7,90,1
64,1138,1,27,0
29,1836,6,89,1
28,876,3,9,1
11,662,1,41,0
65,740,6,48,1
19,1849,0,12,1
9,1842,3,10,1
27,1587,8,6,1
34,1353,3,34,0
44,283,2,52,0
68,470,9,41,1
15,443,9,83,1
51,587,1,6,1
13,413,2,2,1
49,1017,0,15,1
70,1389,9,17,1
56,258,7,16,1
51,1825,0,28,1
37,1082,2,85,0
17,1042,2,72,0
58,1123,1,10,1
29,1727,4,10,1
33,1929,9,10,1
60,322,2,73,0
55,1871,2,28,1
10,1636,7,24,1
47,1362,3,19,1
23,1452,3,97,0
21,1497,2,68,0
13,638,0,56,0
33,1221,7,67,1
24,761,0,42,0
11,317,6,12,1
17,1937,4,18,1
68,1104,3,23,0
47,1706,3,84,1
25,594,7,6,1
21,1926,5,53,1
12,1075,0,98,0
37,1683,9,42,1
42,1916,7,66,1
17,1134,1,30,0
48,1301,5,9,1
28,1151,8,91,1
41,1635,0,42,1
47,274,5,34,0
18,494,7,40,1
71,220,9,88,1
13,1394,1,17,1
13,1238,4,29,0
31,1434,5,50,0
2,759,4,76,0
16,1309,2,95,0
9,1372,3,49,0
38,1923,6,73,1
54,571,3,61,0
56,1703,8,83,1
45,1017,9,46,1
34,1374,1,46,0
9,1364,4,17,1
8,1292,7,66,1
7,1483,4,5,1
36,1045,9,54,1
18,720,7,16,1
3,1856,7,81,1
28,570,8,91,1
70,1642,9,7,1
44,300,5,8,1
21,860,3,72,0
28,1881,2,87,1
54,1167,4,96,0
54,442,5,82,0
65,952,2,38,0
21,711,1,54,0
13,1048,6,76,1
57,754,4,15,1
49,1318,8,92,1
54,425,2,50,0
10,1741,7,56,1
53,413,5,95,0
44,917,3,9,1
47,266,8,8,1
53,595,4,19,1
46,811,9,51,1
13,1235,5,72,0
37,1460,8,98,1
24,969,6,57,1
2,1622,4,68,1
14,606,1,31,0
10,1124,3,3,1
35,1703,1,99,1
25,846,2,83,0
3,421,9,43,1
17,1379,2,29,0
12,853,3,10,1
54,627,5,12,1
24,1381,2,46,0
29,1176,9,30,1
43,1639,0,94,1
25,1205,0,82,0
60,1549,8,88,1
65,570,8,32,1
28,1567,4,73,1
16,1485,8,47,1
47,1506,6,88,1
58,1049,8,63,1
27,1055,6,26,1
53,428,8,3,1
42,479,1,23,0
59,1513,7,75,1
47,1903,6,74,1
34,1270,5,50,0
37,1174,4,36,0
6,1938,3,13,1
7,1437,6,29,1
25,957,2,38,0
33,1247,7,77,1
55,520,1,90,0
58,473,0,84,0
7,755,1,5,1
57,1043,8,20,1
12,1536,4,78,1
16,1586,7,14,1
43,867,2,8,1
7,1199,6,48,1
51,579,1,13,1
32,910,7,24,1
8,1897,6,79,1
45,1693,4,65,1
59,945,3,86,0
4,874,0,34,0
67,315,4,51,0
29,804,8,3,1
29,1265,9,90,1
28,578,3,78,0
44,1945,8,58,1
4,1429,1,72,0
9,665,3,55,0
5,1955,8,80,1
56,479,3,42,0
50,1871,4,21,1
15,817,7,10,1
32,317,0,57,0
28,1460,0,25,0
22,508,8,56,1
17,1679,8,38,1
59,1698,3,86,1
71,299,1,61,0
57,460,8,47,1
26,1192,3,54,0
25,1528,5,46,1
10,1577,0,68,1
45,485,8,4,1
11,527,4,94,0
53,1326,2,66,0
68,262,3,93,0
28,886,0,43,0
65,1505,8,62,1
49,1664,7,85,1
47,1516,3,85,1
52,937,1,85,0
54,1230,8,4,1
60,838,3,65,0
57,1135,8,62,1
47,1315,9,90,1
31,1413,2,2,1
46,675,6,9,1
26,1734,6,57,1
5,1685,9,45,1
52,252,3,18,1
54,953,1,48,0
33,685,8,42,1
50,1867,3,41,1
38,1713,7,75,1
27,1587,1,89,1
15,1335,7,90,1
61,608,9,58,1
21,1230,4,42,0
46,1965,6,35,1
69,867,6,38,1
6,1420,8,67,1
38,1034,2,41,0
62,1075,9,99,1
62,1958,3,50,1
46,566,9,86,1
13,1201,3,72,0
3,449,9,79,1
6,1818,4,45,1
8,1463,5,71,0
44,579,2,19,1
33,1071,3,17,1
50,1034,2,65,0
11,1694,1,93,1
28,974,9,77,1
70,1118,8,56,1
41,1924,0,93,1
16,654,1,41,0
68,565,7,42,1
48,1513,6,6,1
56,602,0,69,0
64,257,4,98,0
59,720,9,75,1
62,1527,5,73,1
11,1338,4,40,0
18,409,3,41,0
19,1264,0,9,1
55,1015,6,8,1
26,372,8,44,1
6,433,5,58,0
4,992,2,67,0
29,1813,9,13,1
59,1843,3,19,1
17,992,9,98,1
43,1626,4,96,1
66,1262,0,49,0
34,318,4,80,0
8,534,0,82,0
13,1559,8,78,1
8,1762,6,30,1
65,1839,2,66,1
43,1297,8,77,1
39,1414,1,91,0
59,523,6,59,1
44,1210,8,53,1
9,1370,5,52,0
37,1990,9,81,1
36,483,4,31,0
28,412,6,15,1
42,1858,5,20,1
43,1941,4,5,1
42,1128,1,7,1
66,951,7,18,1
55,1617,6,56,1
48,538,5,75,0
22,1245,4,96,0
27,1994,4,91,1
67,304,8,90,1
13,1689,0,45,1
45,1682,8,28,1
10,1655,5,50,1
9,969,3,2,1
54,915,9,84,1
27,1997,6,68,1
34,1842,8,77,1
1,962,4,24,0
32,1444,4,48,0
71,578,7,45,1
67,1445,6,93,1
20,1481,7,58,1
35,912,9,36,1
17,1590,1,2,1
18,1993,8,18,1
45,1572,2,49,1
53,424,5,8,1
68,1937,5,58,1
65,937,1,15,1
1,435,6,17,1
58,382,8,23,1
26,911,9,66,1
20,1981,0,70,1
10,643,7,93,1
59,822,1,27,0
41,1229,0,37,0
5,1459,7,49,1
65,1350,1,64,0
17,1327,5,34,0
22,948,5,18,1
41,1703,4,64,1
68,354,7,74,1
69,456,2,44,0
11,434,9,17,1
56,699,3,59,0
51,488,6,13,1
21,709,6,52,1
26,1775,7,60,1
19,908,1,42,0
60,984,1,91,0
71,1093,3,64,0
47,975,9,66,1
71,1792,8,34,1
26,497,9,95,1
40,1833,8,87,1
5,336,3,71,0
21,575,8,64,1
4,286,2,33,0
23,1642,4,12,1
15,1977,9,76,1
8,1422,8,19,1
41,1686,5,9,1
19,636,2,74,0
46,1533,9,17,1
28,1819,8,50,1
68,1977,5,39,1
15,1504,3,41,1
37,1546,3,10,1
1,963,7,12,1
67,901,6,79,1
24,1141,0,95,0
27,351,5,15,1
40,1525,7,28,1
63,1501,2,4,1
61,1874,8,36,1
36,1911,9,65,1
24,1231,1,98,0
24,1006,5,47,0
4,434,0,81,0
67,874,1,39,0
34,760,4,38,0
57,1525,0,44,1
49,237,7,51,1
53,1359,0,97,0
23,1021,8,85,1
69,620,9,26,1
53,1442,2,36,0
62,547,1,69,0
41,1769,0,97,1
57,1302,8,1,1
60,947,3,53,0
54,472,0,6,1
70,1384,0,37,0
57,1910,6,2,1
10,507,1,69,0
40,1597,6,90,1
7,1175,6,41,1
38,932,9,51,1
61,1232,8,47,1
3,643,6,13,1
51,1336,0,76,0
47,1428,7,69,1
68,604,7,66,1
38,1921,3,59,1
36,1052,7,68,1
41,1420,3,59,0
69,977,7,91,1
13,1997,4,10,1
58,1983,3,13,1
50,314,5,2,1
30,1344,1,90,0
62,1876,1,15,1
25,264,1,46,0
27,1499,8,57,1
51,1024,9,10,1
57,438,2,22,0
47,501,9,89,1
39,1615,3,79,1
16,1745,9,77,1
22,1168,7,8,1
54,568,3,21,0
21,432,9,85,1
16,394,9,22,1
59,1106,6,97,1
31,1235,4,45,0
42,1120,8,91,1
32,888,3,40,0
59,376,2,22,0
34,416,1,30,0
9,1234,0,62,0
11,1669,5,73,1
10,829,9,45,1
17,363,1,35,0
68,1774,7,82,1
48,252,5,42,0
52,417,4,5,1
25,1941,1,27,1
21,1198,6,70,1
65,1023,1,62,0
63,1583,4,32,1
51,584,1,8,1
36,255,9,85,1
66,317,1,18,1
15,1099,6,78,1
39,1476,8,15,1
70,997,4,26,0
1,979,6,53,1
23,1215,3,44,0
39,1002,1,32,0
57,1044,2,28,0
34,1403,1,39,0
41,1638,4,32,1
13,1458,5,77,0
70,1054,6,79,1
6,907,2,18,1
52,1303,3,70,0
3,1870,7,11,1
63,221,3,32,0
49,1700,6,20,1
47,1042,5,97,0
55,1663,6,40,1
64,1960,0,8,1
65,1793,2,35,1
67,1316,5,69,0
15,391,2,99,0
32,1218,6,78,1
68,1326,8,21,1
18,595,2,24,0
43,1230,0,17,1
35,839,9,18,1
58,1218,5,98,0
33,766,0,12,1
14,430,0,16,1
34,1073,7,4,1
61,773,8,89,1
4,439,1,34,0
59,289,8,92,1
29,431,4,46,0
6,656,7,75,1
49,432,6,77,1
40,553,6,31,1
65,1204,3,25,0
69,1556,1,74,1
27,638,4,24,0
6,1598,2,65,1
13,1515,8,25,1
64,544,5,28,0
62,863,0,36,0
19,1651,2,82,1
43,856,3,6,1
20,329,8,66,1
68,340,5,67,0
44,614,3,72,0
23,1316,0,95,0
2,825,7,48,1
22,483,1,83,0
57,1878,7,70,1
7,422,5,78,0
56,943,7,67,1
67,662,5,48,0
16,1768,4,65,1
51,1499,4,44,0
12,1905,9,94,1
53,1363,9,63,1
5,556,7,46,1
27,1936,6,19,1
12,1246,7,64,1
17,1959,7,83,1
6,1493,6,73,1
5,1058,1,71,0
57,864,8,50,1
28,1556,6,63,1
69,1214,5,41,0
59,284,8,7,1
33,820,0,9,1
62,1254,1,4,1
50,1964,0,89,1
19,439,9,49,1
69,562,2,76,0
66,1021,4,6,1
47,1612,0,82,1
39,1876,3,21,1
68,867,7,15,1
33,1522,5,67,1
13,1594,0,66,1
54,298,0,56,0
7,246,2,68,0
14,1038,9,32,1
19,621,7,66,1
54,1703,7,29,1
20,1802,2,66,1
29,261,6,34,1
24,1332,2,27,0
63,1902,3,60,1
57,1772,8,39,1
8,1342,3,44,0
62,1209,2,82,0
29,797,4,36,0
17,1605,6,19,1
66,591,4,91,0
6,1176,3,45,0
58,1275,7,84,1
69,802,3,21,0
28,1512,1,23,1
62,536,9,94,1
41,1009,5,89,0
69,1427,1,95,0
41,1461,2,27,0
49,1605,0,98,1
49,1890,4,72,1
71,951,8,19,1
3,1359,1,41,0
10,1630,6,26,1
35,1731,4,28,1
2,1585,1,64,1
24,1604,7,68,1
38,1080,5,95,0
22,1799,3,80,1
26,834,3,51,0
43,453,1,74,0
55,1700,2,48,1
39,1337,6,10,1
29,219,2,73,0
20,727,4,39,0
41,1368,9,19,1
54,1431,5,64,0
20,1754,5,19,1
19,575,3,76,0
66,1727,5,62,1
30,365,2,13,1
53,1773,6,25,1
34,1404,6,89,1
22,1060,3,92,0
67,816,1,42,0
6,811,6,39,1
27,1825,2,30,1
10,1667,0,5,1
48,1555,1,81,1
70,702,9,18,1
59,1112,8,21,1
59,278,7,86,1
2,784,5,50,0
29,887,5,6,1
68,595,0,50,0
65,1831,1,80,1
26,1326,3,66,0
10,601,2,1,1
53,1174,0,57,0
59,423,7,30,1
22,717,6,58,1
51,833,3,52,0
48,435,8,37,1
21,1650,3,48,1
22,315,0,87,0
30,1386,9,1,1
25,425,0,19,1
28,429,0,46,0
65,381,0,67,0
45,1472,3,2,1
68,1541,0,56,1
7,409,1,17,1
49,1879,3,92,1
9,1615,6,82,1
36,295,1,97,0
1,1093,7,79,1
10,955,6,22,1
36,1309,8,27,1
46,614,5,55,0
32,593,3,32,0
32,895,5,60,0
6,1856,3,83,1
48,1043,6,28,1
38,1724,8,28,1
17,803,2,74,0
27,781,2,84,0
54,332,1,25,0
50,990,0,85,0
35,848,0,78,0
25,1537,2,86,1
28,1922,6,26,1
15,420,8,75,1
4,1175,1,71,0
27,1661,6,17,1
26,1269,0,82,0
19,1415,1,7,1
17,1743,5,56,1
43,1602,4,64,1
41,987,7,20,1
42,890,1,38,0
50,1557,0,75,1
40,238,6,58,1
39,1516,5,16,1
23,889,7,51,1
52,361,7,27,1
47,1554,1,51,1
63,1327,7,75,1
69,360,5,16,1
43,1858,8,87,1
48,1277,6,60,1
34,1257,1,76,0
40,441,7,40,1
61,1166,8,67,1
50,1089,6,2,1
67,312,3,48,0
62,1213,8,52,1
58,517,3,24,0
33,222,3,93,0
16,1781,8,98,1
48,1023,7,84,1
10,1870,3,82,1
38,1341,7,78,1
19,900,7,82,1
36,1866,6,2,1
59,1218,9,65,1
63,1435,5,20,0
46,1641,7,34,1
3,1336,6,41,1
65,1267,4,41,0
8,327,3,75,0
51,1075,1,91,0
6,357,7,23,1
39,1026,8,38,1
60,1617,3,44,1
28,1051,3,67,0
54,711,4,62,0
37,244,1,12,1
9,1331,6,30,1
56,418,4,95,0
59,642,5,87,0
2,514,3,65,0
61,376,7,41,1
58,427,7,20,1
60,1926,4,6,1
40,1895,5,75,1
36,466,2,99,0
37,1069,0,4,1
18,1037,8,93,1
63,1602,8,10,1
22,688,2,51,0
11,901,3,93,0
58,886,6,38,1
57,1513,1,1,1
4,1195,2,8,1
7,556,5,81,0
61,1880,7,83,1
54,1967,0,63,1
68,1071,3,33,0
1,403,0,15,1
55,1436,1,31,0
3,751,7,21,1
38,522,5,3,1
1,793,8,66,1
38,380,1,35,0
29,698,2,41,0
5,1543,8,59,1
21,282,8,16,1
71,502,5,56,0
67,461,2,45,0
47,983,4,59,0
35,1423,1,50,0
68,1463,6,85,1
69,1113,9,12,1
1,891,7,92,1
68,1143,5,12,1
12,882,7,33,1
60,1518,1,84,1
27,1735,2,49,1
56,888,6,21,1
23,595,9,60,1
25,1972,0,52,1
21,1361,6,54,1
61,1038,5,39,0
63,1077,7,49,1
52,1022,6,64,1
25,1352,3,86,0
55,248,2,26,0
46,1899,2,71,1
32,988,3,7,1
55,492,8,72,1
5,1851,8,62,1
36,735,1,90,0
49,510,4,88,0
58,736,0,24,0
39,838,3,40,0
61,433,1,76,0
9,1432,7,47,1
6,804,3,8,1
35,293,4,54,0
39,526,3,9,1
22,424,4,3,1
41,1166,4,54,0
5,1089,4,21,0
42,210,2,95,0
67,1552,6,48,1
30,1235,2,47,0
57,234,1,88,0
29,646,2,68,0
37,1675,2,84,1
13,1963,7,63,1
32,1443,3,16,1
46,640,2,74,0
23,852,9,90,1
45,1758,4,93,1
17,794,3,5,1
66,428,8,11,1
6,543,7,29,1
18,1303,6,79,1
22,1576,7,70,1
33,1619,4,48,1
30,1513,3,15,1
32,1678,6,84,1
42,1894,0,34,1
10,1188,5,60,0
36,1351,7,62,1
34,1925,6,2,1
28,1108,1,80,0
11,1766,6,19,1
39,1582,5,98,1
47,726,4,49,0
19,1536,3,78,1
15,274,0,88,0
28,1769,1,28,1
24,395,6,48,1
9,228,9,96,1
47,905,2,37,0
33,1220,4,74,0
62,215,7,49,1
19,1646,7,48,1
67,1812,5,73,1
40,1004,4,88,0
47,1816,1,29,1
65,1628,8,60,1
29,1139,0,29,0
50,1859,1,58,1
13,1754,0,48,1
1,1166,3,23,0
34,1837,3,27,1
48,1300,4,95,0
48,428,4,7,1
49,1161,7,49,1
64,1520,2,54,1
61,1733,5,68,1
29,914,2,78,0
39,1183,1,42,0
26,772,7,74,1
17,1761,0,59,1
71,1806,8,44,1
13,814,6,98,1
69,525,9,26,1
26,1586,3,23,1
49,1892,2,73,1
67,1074,5,8,1
7,558,8,53,1
58,1929,8,14,1
49,523,3,71,0
53,1921,9,7,1
65,1549,4,9,1
62,1848,8,3,1
17,364,1,78,0
43,1796,1,17,1
25,1827,4,44,1
3,997,0,86,0
29,654,7,46,1
32,1376,4,90,0
26,1960,9,58,1
16,1350,1,28,0
25,392,8,14,1
54,826,1,9,1
28,1997,6,26,1
56,729,7,2,1
65,1233,5,75,0
41,291,6,81,1
51,338,0,34,0
71,680,3,19,1
29,648,6,39,1
19,1556,0,82,1
66,1068,0,13,1
41,539,5,5,1
45,1275,3,50,0
15,1930,2,23,1
3,665,4,88,0
11,917,8,29,1
53,998,9,72,1
46,674,9,26,1
30,600,9,79,1
57,1662,2,57,1
18,804,4,1,1
51,1131,9,28,1
48,1196,4,62,0
66,1121,8,47,1
8,1020,9,78,1
22,856,3,98,0
6,797,0,59,0
57,1732,9,31,1
36,1376,4,70,0
57,713,0,49,0
49,1726,5,5,1
45,1995,9,31,1
66,1899,9,37,1
45,1229,6,79,1
20,699,0,15,1
64,1884,9,52,1
67,916,3,69,0
3,1341,8,92,1
54,1708,0,97,1
64,800,8,11,1
40,865,7,43,1
59,1902,4,70,1
55,667,5,23,0
62,360,6,40,1
4,469,3,63,0
60,1279,5,2,1
30,427,6,79,1
2,1048,5,87,0
62,348,5,86,0
49,1269,1,73,0
9,1367,4,47,0
31,1973,2,30,1
61,831,6,16,1
48,1563,3,59,1
25,612,0,47,0
36,1955,5,30,1
8,719,5,9,1
58,1567,6,65,1
45,586,7,59,1
62,1696,2,64,1
39,474,5,8,1
58,552,9,52,1
64,1289,1,18,1
44,1302,8,91,1
29,797,1,82,0
59,1859,2,96,1
71,1425,9,58,1
9,1885,1,49,1
6,757,8,32,1
29,312,0,48,0
58,1314,4,45,0
17,340,0,54,0
16,1512,4,85,1
3,929,7,46,1
21,788,7,96,1
64,610,7,31,1
36,576,1,37,0
62,1607,7,16,1
42,1375,4,46,0
42,950,0,46,0
61,826,6,78,1
13,1542,5,88,1
11,1592,4,89,1
54,1829,0,61,1
16,1194,0,46,0
8,1783,5,51,1
59,902,9,62,1
57,661,6,35,1
40,211,9,81,1
59,1379,9,42,1
2,1907,0,45,1
10,676,8,68,1
44,1138,3,75,0
11,600,4,47,0
2,1007,1,79,0
50,376,9,30,1
12,1564,7,24,1
23,256,1,66,0
18,647,2,43,0
62,402,8,34,1
62,1920,1,23,1
38,1856,5,61,1
67,937,3,95,0
38,401,6,37,1
67,1553,5,13,1
61,562,9,97,1
1,1091,8,71,1
45,653,8,96,1
28,555,9,7,1
21,415,3,42,0
13,1171,0,38,0
27,754,1,52,0
7,1086,7,44,1
22,222,9,64,1
53,354,7,13,1
4,1409,1,88,0
23,448,3,28,0
70,948,0,96,0
33,1004,6,82,1
28,333,3,98,0
8,520,7,98,1
1,589,8,1,1
37,633,8,43,1
63,1245,2,42,0
22,1072,4,95,0
70,1823,5,50,1
21,1888,5,60,1
35,1348,9,1,1
5,1302,7,51,1
60,1057,5,16,1
46,250,5,39,0
50,1951,3,15,1
48,375,6,33,1
6,1069,7,87,1
56,452,2,53,0
59,1165,6,98,1
29,1469,2,17,1
71,938,7,89,1
18,1329,0,6,1
2,1416,0,31,0
8,1539,5,69,1
54,501,9,40,1
38,747,8,30,1
48,915,3,69,0
27,978,5,76,0
20,467,4,7,1
12,1393,0,13,1
43,1209,5,4,1
61,750,8,50,1
31,1678,2,3,1
61,1874,2,12,1
67,1515,1,65,1
35,1787,3,27,1
15,1364,9,50,1
16,1369,2,77,0
13,1648,1,17,1
35,513,0,72,0
59,383,2,32,0
21,1887,9,84,1
54,912,5,51,0
30,327,8,17,1
48,1510,4,34,1
35,1476,2,35,0
38,899,4,99,0
31,585,4,24,0
24,1453,4,54,0
49,470,6,18,1
32,1994,4,50,1
55,1010,6,46,1
58,614,8,48,1
3,397,4,33,0
69,1546,1,87,1
10,1279,4,89,0
25,1030,7,27,1
68,1426,3,1,1
61,1844,1,85,1
29,827,9,59,1
19,803,2,10,1
43,1361,8,95,1
66,1645,8,25,1
61,1280,7,84,1
43,1785,7,57,1
25,1209,7,66,1
20,270,7,15,1
48,1110,7,28,1
24,793,0,13,1
11,1595,5,14,1
55,1840,8,66,1
28,799,7,34,1
69,713,2,99,0
63,283,0,25,0
59,1193,1,54,0
5,1266,1,79,0
51,1889,6,12,1
21,1038,5,9,1
12,805,1,31,0
50,1009,7,78,1
4,332,8,93,1
42,1618,6,53,1
38,1288,3,43,0
25,489,0,38,0
14,575,3,42,0
32,968,3,72,0
11,666,7,48,1
61,1436,3,67,0
18,1371,3,66,0
27,1796,1,16,1
55,670,9,83,1
54,348,6,94,1
21,287,3,16,1
44,1547,5,31,1
5,595,2,58,0
41,989,6,28,1
59,1627,5,4,1
54,1305,2,10,1
22,1864,3,51,1
65,1509,9,18,1
64,1605,4,47,1
71,1064,8,32,1
4,1493,5,30,0
65,1515,3,36,1
15,1676,6,9,1
22,1938,1,36,1
47,223,3,29,0
46,1155,4,16,1
14,510,3,92,0
50,1684,3,21,1
20,1431,8,64,1
50,1940,1,66,1
33,863,5,59,0
59,637,7,99,1
43,1761,7,28,1
12,905,6,55,1
40,1559,9,31,1
20,621,3,33,0
38,1973,6,87,1
3,520,9,60,1
28,1720,5,41,1
56,786,5,81,0
13,1146,1,46,0
66,1386,7,49,1
37,1764,7,65,1
49,1388,6,42,1
66,1048,8,23,1
36,1921,7,27,1
54,1789,8,89,1
26,1518,8,32,1
40,241,5,83,0
43,1508,1,88,1
22,1138,6,3,1
20,586,2,60,0
8,1361,6,76,1
29,1410,8,99,1
40,1109,9,79,1
30,915,9,17,1
55,630,1,32,0
16,753,5,7,1
46,1639,5,83,1
62,999,8,71,1
7,625,8,69,1
45,1639,4,58,1
59,225,4,40,0
56,1594,8,85,1
48,584,7,48,1
27,255,6,51,1
53,1476,7,57,1
35,833,5,71,0
51,305,2,37,0
37,1353,6,87,1
57,1048,7,75,1
8,869,7,74,1
20,575,0,85,0
53,942,6,55,1
12,1166,2,41,0
49,507,1,97,0
17,290,1,20,0
64,1616,7,33,1
42,1757,8,40,1
29,1001,2,99,0
19,309,2,34,0
11,1784,5,62,1
50,1864,9,91,1
71,784,0,19,1
58,539,5,43,0
34,1788,2,69,1
20,1178,3,63,0
50,555,8,93,1
10,367,2,10,1
